"UPM","VIV_SEL","P1_1","P1_2","P1_3","P1_3A","P1_4","P1_5","P1_6","P1_7","P1_7A","P1_8","P1_9","P1_10","P1_11","P1_12_1","P1_12_2","P1_12_3","P1_12_4","P1_12_5","P1_12_6","P1_12_7","P2_1","P2_2","P2_3","ENT","MENOR10","TLOC","EST_DIS","UPM_DIS","FAC_VIV"
"0002344","20","2","1","01","04","1","1","2","1","1","1","1","1","2","1","2","2","1","1","1","1","02","1","","19","1","3","256","0002344",2176
"0002345","01","3","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","05","1","","19","1","4","257","0002345",2279
"0002345","03","3","1","03","05","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","2","05","1","","19","1","4","257","0002345",2279
"0002345","04","3","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","04","1","","19","1","4","257","0002345",2279
"0002345","05","3","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","03","1","","19","1","4","257","0002345",2279
"0002345","06","3","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","05","1","","19","1","4","257","0002345",2279
"0002345","07","3","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","02","1","","19","1","4","257","0002345",2279
"0002345","08","3","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","04","1","","19","1","4","257","0002345",2279
"0002345","09","3","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","04","1","","19","1","4","257","0002345",2279
"0002345","10","3","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","02","1","","19","1","4","257","0002345",2279
"0002345","12","3","1","03","04","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","02","1","","19","1","4","257","0002345",2279
"0002345","14","3","1","03","05","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","06","1","","19","1","4","257","0002345",2279
"0002345","15","3","1","02","04","1","1","2","1","1","1","1","1","2","2","2","2","1","1","1","1","05","1","","19","1","4","257","0002345",2279
"0002345","16","3","1","03","05","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","02","1","","19","1","4","257","0002345",2279
"0002345","17","3","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","03","1","","19","1","4","257","0002345",2279
"0002345","18","3","1","01","03","1","1","2","1","1","1","1","1","2","2","2","2","1","1","1","1","02","1","","19","1","4","257","0002345",2279
"0002345","19","3","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","04","1","","19","1","4","257","0002345",2279
"0002345","20","3","1","02","04","1","1","2","1","1","1","1","1","2","2","2","2","1","2","1","1","05","1","","19","1","4","257","0002345",2279
"0002346","01","2","1","02","02","2","1","1","1","3","2","1","2","3","1","1","1","1","1","2","1","02","1","","19","1","4","257","0002346",1847
"0002346","02","2","1","01","02","6","","","2","","5","1","1","3","2","2","2","1","1","1","1","02","1","","19","1","4","257","0002346",1847
"0002346","03","2","1","02","03","6","","","2","","2","1","1","3","1","1","1","1","2","1","1","04","1","","19","1","4","257","0002346",1847
"0002346","04","2","1","03","05","1","1","1","1","2","2","1","2","3","1","1","2","1","1","2","1","04","1","","19","1","4","257","0002346",1847
"0002346","05","2","1","02","03","2","1","2","1","3","2","1","2","3","2","1","1","1","2","1","1","04","1","","19","1","4","257","0002346",1847
"0002346","06","2","1","01","04","6","","","1","3","2","1","1","3","1","2","1","1","2","1","1","02","1","","19","1","4","257","0002346",1847
"0002346","07","2","1","03","04","2","1","2","2","","5","1","1","3","1","1","1","1","2","1","1","05","1","","19","1","4","257","0002346",1847
"0002346","08","2","1","02","03","2","6","2","1","2","2","1","1","3","1","1","1","1","2","1","1","04","1","","19","1","4","257","0002346",1847
"0002346","09","2","1","02","03","2","7","2","1","2","2","1","1","3","1","1","1","1","1","1","1","04","1","","19","1","4","257","0002346",1847
"0002346","10","2","1","02","04","2","6","2","1","1","2","1","2","3","1","1","1","1","2","1","1","03","1","","19","1","4","257","0002346",1847
"0002346","12","2","1","02","03","2","6","2","1","3","2","1","2","3","1","1","1","1","1","1","1","03","1","","19","1","4","257","0002346",1847
"0002346","13","2","1","04","07","2","1","2","1","3","2","1","1","3","1","2","1","1","1","1","1","07","1","","19","1","4","257","0002346",1847
"0002346","14","2","2","01","03","2","5","2","2","","5","1","2","3","1","1","1","1","1","1","1","04","1","","19","1","4","257","0002346",1847
"0002346","15","2","1","02","03","2","5","2","1","3","1","1","2","3","1","1","1","1","1","1","1","02","1","","19","1","4","257","0002346",1847
"0002346","16","2","1","04","05","2","5","1","1","2","2","1","1","3","2","1","2","1","2","1","1","03","1","","19","1","4","257","0002346",1847
"0002346","17","1","1","02","03","2","6","1","1","3","5","1","1","3","2","1","1","1","1","2","1","12","1","","19","1","4","257","0002346",1847
"0002346","18","2","1","02","03","2","5","1","1","2","2","1","1","4","1","1","1","1","1","2","1","09","1","","19","1","4","257","0002346",1847
"0002346","20","2","1","01","02","3","","","1","2","2","1","1","3","2","1","2","1","1","2","1","05","1","","19","1","4","257","0002346",1847
"0002347","02","2","1","01","03","6","","","1","2","2","1","1","3","2","1","1","1","2","2","1","04","1","","19","1","4","257","0002347",2245
"0002347","03","2","1","01","02","6","","","1","2","2","1","1","2","1","2","1","2","2","1","1","02","1","","19","1","4","257","0002347",2245
"0002347","04","2","1","01","02","6","","","2","","5","1","1","3","2","1","1","2","2","2","1","02","1","","19","1","4","257","0002347",2245
"0002347","05","2","1","01","03","6","","","1","2","2","1","2","2","2","1","1","1","2","1","1","02","1","","19","1","4","257","0002347",2245
"0002347","06","2","1","02","03","2","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","03","1","","19","1","4","257","0002347",2245
"0002347","07","2","2","01","01","2","1","2","1","2","1","1","5","2","1","1","1","1","1","1","1","03","1","","19","1","4","257","0002347",2245
"0002347","08","2","1","03","05","1","1","2","1","1","2","1","1","2","2","2","1","1","1","1","1","06","1","","19","1","4","257","0002347",2245
"0002347","09","2","1","02","03","1","1","2","1","1","2","1","1","2","2","2","1","1","1","1","1","04","1","","19","1","4","257","0002347",2245
"0002347","10","2","1","01","02","2","1","2","1","2","1","1","1","2","1","1","1","1","1","1","1","02","1","","19","1","4","257","0002347",2245
"0002347","11","2","1","01","02","2","1","2","1","1","1","1","1","2","1","2","2","1","1","1","1","03","1","","19","1","4","257","0002347",2245
"0002347","12","1","1","01","02","2","1","2","2","","2","1","1","2","2","1","1","1","1","1","1","01","1","","19","1","4","257","0002347",2245
"0002347","13","2","1","02","03","2","1","2","1","1","1","1","1","2","2","1","1","1","2","1","1","05","1","","19","1","4","257","0002347",2245
"0002347","15","3","1","02","05","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","05","1","","19","1","4","257","0002347",2245
"0002347","16","2","1","01","04","2","1","2","1","1","1","1","1","2","1","1","1","1","1","1","2","01","1","","19","1","4","257","0002347",2245
"0002347","17","3","2","01","03","2","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","03","1","","19","1","4","257","0002347",2245
"0002347","18","2","1","01","03","1","1","2","1","2","1","1","1","2","1","1","1","1","1","1","1","03","1","","19","1","4","257","0002347",2245
"0002347","19","3","1","01","03","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","01","1","","19","1","4","257","0002347",2245
"0002348","01","3","1","03","04","1","7","2","1","1","1","1","1","2","2","2","1","2","2","2","2","03","1","","20","2","1","259","0002348",1162
"0002348","02","2","2","01","01","1","8","1","1","1","2","1","5","2","2","1","1","2","2","1","2","01","1","","20","2","1","259","0002348",1162
"0002348","03","3","1","01","01","1","7","1","1","1","1","1","4","2","2","2","1","1","2","1","2","01","1","","20","2","1","259","0002348",1162
"0002348","04","3","1","02","05","1","8","2","1","2","1","1","1","2","2","2","2","2","2","2","2","02","1","","20","2","1","259","0002348",1162
"0002349","01","2","2","01","01","1","7","1","1","2","1","1","1","2","2","1","1","1","2","1","1","02","1","","20","2","1","258","0002349",887
"0002349","02","2","1","02","04","1","7","2","1","1","1","1","1","2","2","2","1","1","2","1","2","04","1","","20","2","1","258","0002349",887
"0002349","03","2","1","01","02","1","7","1","1","2","1","1","1","2","2","2","1","1","2","2","1","08","1","","20","2","1","258","0002349",887
"0002350","01","2","1","02","02","1","1","2","1","2","1","1","1","2","2","1","1","1","2","1","2","04","1","","20","2","1","259","0002350",1208
"0002350","04","3","1","03","05","1","1","2","1","1","1","1","1","2","2","1","1","2","2","2","1","07","1","","20","2","1","259","0002350",1208
"0002350","05","1","2","01","01","1","1","2","1","1","1","1","1","2","2","1","1","2","2","1","1","05","1","","20","2","1","259","0002350",1208
"0002351","02","3","1","03","05","1","8","1","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","20","2","1","258","0002351",972
"0002351","03","2","1","03","06","1","7","1","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","20","2","1","258","0002351",972
"0002351","04","3","1","01","04","1","5","1","1","1","1","1","1","2","2","2","1","2","2","1","2","02","1","","20","2","1","258","0002351",972
"0002351","05","3","1","03","05","1","7","1","1","1","1","1","1","1","2","2","1","2","2","1","2","09","2","02","20","2","1","258","0002351",972
"0002352","01","3","1","01","03","1","8","2","1","1","1","1","1","2","2","2","2","2","2","1","2","02","1","","20","2","1","259","0002352",1106
"0002352","03","3","2","01","01","1","8","1","1","1","1","1","1","2","2","1","1","1","2","2","2","01","1","","20","2","1","259","0002352",1106
"0002352","04","1","1","03","04","1","8","2","1","3","1","1","1","2","2","2","2","2","2","1","2","06","1","","20","2","1","259","0002352",1106
"0002352","05","3","2","01","01","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","1","02","1","","20","2","1","259","0002352",1106
"0002353","01","2","1","03","05","1","8","1","1","1","1","1","1","2","2","2","2","2","2","1","2","02","1","","20","2","1","258","0002353",937
"0002353","02","3","1","05","06","1","8","1","1","1","1","1","1","2","2","2","1","2","2","1","2","02","2","02","20","2","1","258","0002353",937
"0002353","03","2","1","01","02","2","8","1","1","2","1","1","1","2","2","1","1","1","2","2","1","01","1","","20","2","1","258","0002353",937
"0002353","04","3","1","01","02","1","7","1","1","1","1","1","1","2","2","2","2","2","2","1","2","01","1","","20","2","1","258","0002353",937
"0002353","05","3","1","01","01","5","","","1","1","1","1","1","2","2","2","1","2","2","1","2","04","1","","20","2","1","258","0002353",937
"0002354","01","2","1","02","04","1","8","1","1","1","1","1","1","2","2","1","1","2","2","2","1","03","1","","20","2","1","259","0002354",1303
"0002354","02","3","1","02","04","1","6","2","1","1","1","1","1","2","2","2","1","2","2","1","2","03","1","","20","2","1","259","0002354",1303
"0002354","03","2","1","04","06","1","7","1","1","1","1","1","1","1","2","2","1","1","2","2","1","03","1","","20","2","1","259","0002354",1303
"0002354","05","2","2","02","03","2","8","2","1","2","1","1","1","2","2","1","1","1","2","2","1","03","1","","20","2","1","259","0002354",1303
"0002355","01","2","1","01","02","2","6","1","1","2","1","1","1","2","2","1","1","1","2","2","1","04","1","","20","2","1","258","0002355",1297
"0002355","02","2","1","03","04","2","7","2","1","1","1","1","1","2","2","2","1","1","2","1","1","04","1","","20","2","1","258","0002355",1297
"0002355","03","2","1","05","06","1","6","1","1","1","1","1","1","2","2","2","1","1","2","1","1","07","1","","20","2","1","258","0002355",1297
"0002355","04","2","1","02","04","2","7","1","1","1","1","1","1","2","2","2","1","1","2","1","1","04","1","","20","2","1","258","0002355",1297
"0002355","05","2","1","04","05","2","6","1","1","1","1","1","1","2","2","2","1","1","2","1","1","08","1","","20","2","1","258","0002355",1297
"0002356","01","2","1","02","02","1","7","2","1","2","1","1","1","2","2","1","1","1","2","1","1","02","1","","20","2","1","258","0002356",1113
"0002356","02","2","1","01","02","5","","","1","2","2","1","1","2","2","1","1","1","2","1","1","02","1","","20","2","1","258","0002356",1113
"0002356","03","2","1","02","03","5","","","1","2","1","1","1","2","2","2","1","1","1","2","1","07","1","","20","2","1","258","0002356",1113
"0002356","04","2","1","02","02","6","","","1","3","5","1","1","2","2","1","1","1","2","1","1","08","2","02","20","2","1","258","0002356",1113
"0002357","01","2","1","01","02","1","8","1","1","1","1","1","1","2","2","2","1","1","2","1","1","01","1","","20","2","1","258","0002357",1029
"0002357","02","2","1","03","06","1","7","1","1","1","1","1","1","2","2","2","1","1","2","2","2","04","1","","20","2","1","258","0002357",1029
"0002357","03","2","1","03","08","1","8","1","1","1","1","1","1","2","2","2","1","2","2","1","1","03","1","","20","2","1","258","0002357",1029
"0002357","04","2","1","03","04","1","7","1","1","1","1","1","1","2","2","2","1","2","2","1","2","05","1","","20","2","1","258","0002357",1029
"0002357","05","2","1","03","04","1","7","1","1","1","1","1","1","2","2","1","1","1","2","1","1","06","1","","20","2","1","258","0002357",1029
"0002358","01","3","1","01","02","1","6","1","1","1","1","1","1","2","2","2","1","1","2","2","2","02","1","","20","2","1","259","0002358",1365
"0002358","02","3","1","02","04","1","6","2","1","1","1","1","1","2","2","2","2","2","2","1","2","01","1","","20","2","1","259","0002358",1365
"0002358","03","2","1","03","06","1","7","1","1","1","1","1","1","2","2","2","1","2","2","2","2","04","1","","20","2","1","259","0002358",1365
"0002358","04","3","1","02","04","1","6","1","1","1","1","1","1","2","2","2","2","2","2","2","2","02","1","","20","2","1","259","0002358",1365
"0002358","05","3","1","04","06","1","8","1","1","1","1","1","1","2","2","2","1","2","2","1","2","03","1","","20","2","1","259","0002358",1365
"0002359","01","2","1","01","03","5","","","1","2","2","1","1","2","2","1","1","2","2","2","1","07","1","","20","2","1","258","0002359",1251
"0002359","02","2","1","03","05","5","","","1","2","2","1","1","2","2","1","1","1","2","1","1","03","1","","20","2","1","258","0002359",1251
"0002359","03","1","2","01","01","5","","","1","3","5","1","1","2","2","1","1","1","2","1","1","04","1","","20","2","1","258","0002359",1251
"0002359","04","2","1","01","02","6","","","1","2","2","1","1","2","2","1","1","2","2","2","1","04","1","","20","2","1","258","0002359",1251
"0002359","05","2","1","01","05","5","","","1","2","2","1","1","2","2","1","1","1","2","1","1","02","1","","20","2","1","258","0002359",1251
"0002360","01","2","1","02","03","2","7","1","1","1","1","1","1","2","2","2","1","1","2","2","2","04","1","","20","2","1","258","0002360",1058
"0002360","02","2","1","03","05","1","7","1","1","1","1","1","1","2","2","1","1","1","2","2","1","02","1","","20","2","1","258","0002360",1058
"0002360","03","3","1","03","04","1","7","1","1","1","1","1","1","2","2","2","1","2","2","2","2","05","1","","20","2","1","258","0002360",1058
"0002360","04","1","1","02","02","2","7","1","1","2","1","1","1","2","2","1","1","1","1","2","1","04","1","","20","2","1","258","0002360",1058
"0002361","01","3","1","03","04","1","6","1","1","1","1","1","1","2","2","2","1","2","2","1","1","03","1","","20","2","1","263","0002361",858
"0002361","03","2","1","01","01","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","1","05","1","","20","2","1","263","0002361",858
"0002361","04","2","1","01","04","1","1","2","1","1","1","1","1","2","2","2","1","2","2","2","1","01","1","","20","2","1","263","0002361",858
"0002361","05","3","1","01","02","1","1","1","1","1","1","1","1","2","2","1","1","2","2","1","1","01","1","","20","2","1","263","0002361",858
"0002362","01","2","1","01","01","2","1","2","1","1","1","1","1","2","2","1","1","1","1","2","1","04","1","","20","2","1","263","0002362",940
"0002362","02","2","2","01","03","1","1","2","1","1","1","1","1","2","2","1","1","1","1","2","1","03","1","","20","2","1","263","0002362",940
"0002362","04","2","1","02","04","1","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","02","1","","20","2","1","263","0002362",940
"0002362","05","2","1","02","04","1","1","2","1","1","4","1","1","2","2","2","1","1","2","1","1","06","2","02","20","2","1","263","0002362",940
"0002363","01","3","1","02","06","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","01","1","","20","2","1","263","0002363",891
"0002363","02","2","1","01","01","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","03","1","","20","2","1","263","0002363",891
"0002363","03","2","1","01","04","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","03","1","","20","2","1","263","0002363",891
"0002363","04","3","1","02","04","1","1","1","1","1","1","1","1","2","1","2","1","2","2","1","2","02","1","","20","2","1","263","0002363",891
"0002363","05","2","1","01","01","1","1","2","1","2","1","1","1","2","2","1","1","2","2","1","1","01","1","","20","2","1","263","0002363",891
"0002364","01","2","2","02","03","1","1","2","1","2","1","1","1","2","2","1","1","1","1","2","1","02","1","","20","2","1","263","0002364",928
"0002364","02","2","1","02","03","2","4","1","1","2","1","1","1","2","2","2","1","1","2","2","1","08","1","","20","2","1","263","0002364",928
"0002364","03","2","1","02","03","1","1","2","1","2","1","1","1","2","2","2","1","1","1","1","1","03","1","","20","2","1","263","0002364",928
"0002364","04","2","1","03","05","1","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","08","1","","20","2","1","263","0002364",928
"0002364","05","2","2","01","01","2","1","2","1","2","4","1","2","1","2","1","1","1","1","2","1","04","1","","20","2","1","263","0002364",928
"0002365","01","3","1","03","05","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","2","02","1","","20","2","1","263","0002365",877
"0002365","02","3","1","02","05","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1","03","1","","20","2","1","263","0002365",877
"0002365","03","2","1","03","05","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","2","03","1","","20","2","1","263","0002365",877
"0002365","04","3","1","03","05","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1","02","1","","20","2","1","263","0002365",877
"0002365","05","3","1","03","04","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1","04","1","","20","2","1","263","0002365",877
"0002366","01","3","1","03","05","1","1","1","1","1","1","1","1","2","2","2","1","1","1","2","1","03","1","","20","2","1","263","0002366",999
"0002366","02","2","1","02","05","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","03","1","","20","2","1","263","0002366",999
"0002366","03","3","1","03","05","1","1","1","1","1","1","1","1","2","2","2","1","1","1","2","1","03","1","","20","2","1","263","0002366",999
"0002366","04","3","1","02","05","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1","04","1","","20","2","1","263","0002366",999
"0002366","05","3","1","02","04","1","2","1","1","1","1","1","1","2","2","1","1","1","2","1","1","05","1","","20","2","1","263","0002366",999
"0002367","01","2","1","03","04","1","6","1","1","1","1","1","1","2","2","2","1","2","2","1","2","05","1","","20","2","2","264","0002367",673
"0002367","02","2","1","04","05","1","5","1","1","1","1","1","1","2","2","2","1","2","2","1","2","07","1","","20","2","2","264","0002367",673
"0002367","04","2","1","03","04","1","5","1","1","1","1","1","1","2","2","2","1","1","2","1","2","05","1","","20","2","2","264","0002367",673
"0002367","05","2","1","01","01","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","03","1","","20","2","2","264","0002367",673
"0002367","06","3","1","02","04","1","5","1","1","1","1","1","1","2","2","2","1","2","2","1","2","02","1","","20","2","2","264","0002367",673
"0002367","07","2","1","02","04","2","6","1","1","1","1","1","1","2","2","2","1","2","2","2","1","03","1","","20","2","2","264","0002367",673
"0002367","08","2","1","01","04","1","7","1","1","1","1","1","1","2","2","2","1","2","2","2","2","01","1","","20","2","2","264","0002367",673
"0002367","09","2","1","01","01","5","","","1","1","1","1","1","2","2","2","1","1","1","2","2","04","1","","20","2","2","264","0002367",673
"0002367","10","2","1","02","03","1","6","2","1","2","1","1","1","2","2","2","1","2","2","2","1","03","2","02","20","2","2","264","0002367",673
"0002367","12","2","1","02","03","1","5","1","1","1","1","1","1","2","2","2","2","2","2","2","2","03","1","","20","2","2","264","0002367",673
"0002367","13","3","1","01","02","2","6","2","1","1","1","1","1","2","2","1","1","2","2","1","1","05","1","","20","2","2","264","0002367",673
"0002367","14","3","1","03","04","1","5","1","1","1","1","1","1","2","2","2","2","2","2","1","2","03","1","","20","2","2","264","0002367",673
"0002367","15","3","1","01","01","1","1","2","1","2","1","1","1","2","2","1","1","1","2","1","2","02","1","","20","2","2","264","0002367",673
"0002367","16","3","1","01","03","1","8","2","1","1","1","1","1","2","2","2","1","2","2","1","2","02","1","","20","2","2","264","0002367",673
"0002367","17","3","1","02","04","1","5","1","1","1","1","1","1","2","2","2","2","2","2","1","2","04","1","","20","2","2","264","0002367",673
"0002367","18","2","1","02","03","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","2","03","1","","20","2","2","264","0002367",673
"0002367","19","3","1","04","05","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","04","1","","20","2","2","264","0002367",673
"0002367","20","3","1","03","05","1","4","1","1","1","1","1","1","2","2","2","1","2","2","2","2","05","1","","20","2","2","264","0002367",673
"0002368","01","2","2","01","01","2","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","01","1","","20","2","2","264","0002368",886
"0002368","02","2","1","03","03","2","5","1","1","2","2","1","1","2","2","1","1","1","2","1","1","05","1","","20","2","2","264","0002368",886
"0002368","04","2","1","01","02","2","6","1","1","2","2","1","1","2","2","1","1","1","2","1","1","03","1","","20","2","2","264","0002368",886
"0002368","05","3","1","02","04","1","5","1","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","20","2","2","264","0002368",886
"0002368","06","2","2","02","04","2","5","1","1","1","1","1","1","2","2","1","1","1","2","1","2","03","1","","20","2","2","264","0002368",886
"0002368","07","3","1","02","03","1","5","1","1","1","1","1","1","2","2","1","1","1","2","1","1","02","1","","20","2","2","264","0002368",886
"0002368","08","2","1","02","03","1","6","1","1","1","1","1","1","2","2","2","1","1","2","1","1","04","1","","20","2","2","264","0002368",886
"0002368","09","3","1","02","02","1","6","1","1","1","1","1","1","2","2","2","1","1","2","1","2","02","1","","20","2","2","264","0002368",886
"0002368","10","3","1","04","07","1","5","1","1","1","1","1","1","2","2","2","1","2","2","2","2","04","1","","20","2","2","264","0002368",886
"0002368","11","3","1","02","03","1","6","1","1","2","1","1","1","2","2","2","1","1","2","1","2","04","1","","20","2","2","264","0002368",886
"0002368","12","2","1","02","04","1","5","2","1","1","1","1","1","2","2","2","1","2","2","2","1","03","1","","20","2","2","264","0002368",886
"0002368","13","2","1","02","04","1","6","1","1","1","1","1","1","2","2","1","1","1","2","1","2","06","1","","20","2","2","264","0002368",886
"0002368","14","2","1","02","05","1","5","1","1","1","1","1","1","2","2","1","1","2","2","1","2","04","1","","20","2","2","264","0002368",886
"0002368","15","3","1","01","04","1","2","2","1","1","1","1","1","2","2","2","2","1","2","2","2","01","1","","20","2","2","264","0002368",886
"0002368","16","3","1","02","04","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","1","04","1","","20","2","2","264","0002368",886
"0002368","17","3","1","02","03","1","5","1","1","1","1","1","1","2","2","1","1","1","2","1","1","02","1","","20","2","2","264","0002368",886
"0002368","18","3","1","02","03","1","1","2","1","1","1","1","4","2","1","2","1","1","2","1","2","06","1","","20","2","2","264","0002368",886
"0002368","19","3","1","03","06","1","7","1","1","1","1","1","1","2","2","2","1","2","2","1","2","03","1","","20","2","2","264","0002368",886
"0002368","20","3","1","02","03","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","03","1","","20","2","2","264","0002368",886
"0002369","01","2","1","02","04","1","1","2","1","1","1","1","1","2","2","1","1","2","2","1","1","04","1","","20","2","2","264","0002369",1069
"0002369","02","2","1","02","03","1","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","03","1","","20","2","2","264","0002369",1069
"0002369","03","2","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","01","1","","20","2","2","264","0002369",1069
"0002369","04","2","1","02","03","2","1","2","1","1","1","1","2","2","2","1","1","1","1","2","1","08","1","","20","2","2","264","0002369",1069
"0002369","05","3","1","03","06","1","1","2","1","1","1","1","1","2","2","2","1","1","2","2","1","04","1","","20","2","2","264","0002369",1069
"0002369","06","2","2","01","01","3","","","1","2","1","1","1","2","2","1","1","1","1","1","1","02","1","","20","2","2","264","0002369",1069
"0002369","07","2","1","01","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","2","2","06","2","02","20","2","2","264","0002369",1069
"0002369","08","2","2","02","02","1","1","1","1","1","1","1","3","2","2","1","1","2","2","1","1","07","2","02","20","2","2","264","0002369",1069
"0002369","09","3","1","03","05","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","05","1","","20","2","2","264","0002369",1069
"0002369","10","2","1","02","02","1","1","2","1","2","2","1","2","1","2","1","1","1","1","2","1","05","1","","20","2","2","264","0002369",1069
"0002369","11","2","1","01","01","2","1","1","1","2","1","1","1","2","2","1","1","2","1","1","1","05","1","","20","2","2","264","0002369",1069
"0002369","12","2","2","01","01","2","1","2","1","2","1","1","2","2","2","1","1","1","2","1","1","01","1","","20","2","2","264","0002369",1069
"0002369","13","2","1","02","02","2","1","1","1","2","1","1","1","2","2","1","1","1","1","1","1","05","1","","20","2","2","264","0002369",1069
"0002369","14","3","1","02","03","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","04","1","","20","2","2","264","0002369",1069
"0002369","15","2","1","03","04","2","1","2","1","1","1","1","1","2","2","1","2","2","2","1","1","05","1","","20","2","2","264","0002369",1069
"0002369","16","2","2","01","01","2","1","2","1","2","1","1","2","7","2","1","1","1","1","1","1","02","1","","20","2","2","264","0002369",1069
"0002369","17","2","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","06","1","","20","2","2","264","0002369",1069
"0002369","18","1","2","02","02","2","1","2","1","2","1","1","2","7","2","1","1","1","1","1","1","04","1","","20","2","2","264","0002369",1069
"0002369","19","2","1","01","03","2","1","1","1","2","1","1","1","5","2","2","1","2","1","2","1","03","1","","20","2","2","264","0002369",1069
"0002369","20","2","2","01","01","1","4","1","1","1","1","1","1","2","2","2","1","1","2","1","1","03","1","","20","2","2","264","0002369",1069
"0002370","01","2","1","02","03","5","","","1","1","1","1","1","2","2","2","2","2","2","2","1","04","1","","20","2","2","265","0002370",1126
"0002370","02","2","1","01","01","1","1","1","1","1","1","1","1","3","2","2","1","1","1","2","1","05","2","02","20","2","2","265","0002370",1126
"0002370","03","3","1","02","05","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","1","03","1","","20","2","2","265","0002370",1126
"0002370","05","2","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","2","1","05","1","","20","2","2","265","0002370",1126
"0002370","06","2","1","01","02","2","1","1","1","2","1","1","1","2","1","1","1","1","1","2","1","04","1","","20","2","2","265","0002370",1126
"0002370","07","2","1","02","04","1","5","1","1","2","1","1","1","2","2","2","1","1","2","2","1","06","1","","20","2","2","265","0002370",1126
"0002370","09","1","1","01","02","2","1","2","1","2","1","1","2","2","2","1","1","1","1","2","1","02","1","","20","2","2","265","0002370",1126
"0002370","10","2","1","03","05","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","1","05","1","","20","2","2","265","0002370",1126
"0002370","11","2","1","02","04","2","5","1","1","2","2","1","1","2","2","1","1","1","1","1","1","03","1","","20","2","2","265","0002370",1126
"0002370","12","2","1","01","02","2","1","1","1","2","1","1","1","2","2","1","1","1","1","2","1","02","1","","20","2","2","265","0002370",1126
"0002370","13","2","1","01","02","1","1","1","1","1","1","1","1","2","2","2","1","1","1","2","1","02","1","","20","2","2","265","0002370",1126
"0002370","14","2","1","02","03","1","1","2","1","2","2","1","1","2","2","2","1","1","1","1","1","02","1","","20","2","2","265","0002370",1126
"0002370","15","2","1","02","03","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","1","03","1","","20","2","2","265","0002370",1126
"0002370","16","2","1","02","04","1","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","03","1","","20","2","2","265","0002370",1126
