"UPM","VIV_SEL","P1_1","P1_2","P1_3","P1_3A","P1_4","P1_5","P1_6","P1_7","P1_7A","P1_8","P1_9","P1_10","P1_11","P1_12_1","P1_12_2","P1_12_3","P1_12_4","P1_12_5","P1_12_6","P1_12_7","P2_1","P2_2","P2_3","ENT","MENOR10","TLOC","EST_DIS","UPM_DIS","FAC_VIV"
"0001312","13","2","1","01","04","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1","01","1","","10","2","3","124","0001312",512
"0001312","14","2","1","02","04","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","05","1","","10","2","3","124","0001312",512
"0001312","15","3","1","03","04","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","2","03","1","","10","2","3","124","0001312",512
"0001312","16","2","1","04","05","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","2","02","1","","10","2","3","124","0001312",512
"0001312","17","3","1","03","05","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","01","1","","10","2","3","124","0001312",512
"0001312","18","2","1","01","02","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","2","01","1","","10","2","3","124","0001312",512
"0001312","19","3","1","01","05","1","1","1","1","1","1","1","4","2","2","2","2","1","2","1","2","01","1","","10","2","3","124","0001312",512
"0001312","20","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","03","1","","10","2","3","124","0001312",512
"0001313","01","3","1","02","05","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","2","05","1","","10","2","3","124","0001313",504
"0001313","02","3","1","04","07","1","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","06","1","","10","2","3","124","0001313",504
"0001313","03","3","1","01","04","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","03","1","","10","2","3","124","0001313",504
"0001313","04","2","1","03","05","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","2","05","1","","10","2","3","124","0001313",504
